,Country Name,Country Code,Series Name,Series Code,2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
19,Cameroon,CMR,Scientific and technical journal articles,IP.JRN.ARTC.SC,207.6,281.7,331.7,366.7,342.8,371.6,401.4,450.8,457.1,526.8,526.8
20,Chad,TCD,Scientific and technical journal articles,IP.JRN.ARTC.SC,10.0,9.4,11.0,5.5,6.8,9.5,6.3,8.9,6.0,7.0,7.0
21,Chile,CHL,Scientific and technical journal articles,IP.JRN.ARTC.SC,2255.7,2520.6,3063.6,3399.8,3825.4,4103.6,4198.5,4617.3,5115.8,5157.6,5157.6
22,Comoros,COM,Scientific and technical journal articles,IP.JRN.ARTC.SC,1.2,0.9,0.2,2.1,0.7,0.8,2.2,3.9,1.6,13.9,13.9
23,"Congo, Dem. Rep.",COD,Scientific and technical journal articles,IP.JRN.ARTC.SC,3.5,5.4,8.1,7.2,8.4,16.2,18.3,13.7,21.4,16.4,16.4
24,"Congo, Rep.",COG,Scientific and technical journal articles,IP.JRN.ARTC.SC,47.0,65.1,63.5,73.6,74.9,71.0,91.8,95.2,114.2,136.8,136.8
25,Costa Rica,CRI,Scientific and technical journal articles,IP.JRN.ARTC.SC,211.6,207.7,215.1,215.4,246.1,256.8,264.3,267.1,295.9,276.6,276.6
26,Cote d'Ivoire,CIV,Scientific and technical journal articles,IP.JRN.ARTC.SC,107.8,102.4,103.3,154.3,222.3,190.2,207.3,218.8,220.0,169.2,169.2
27,Croatia,HRV,Scientific and technical journal articles,IP.JRN.ARTC.SC,2518.2,3008.7,2931.0,3480.1,3821.6,4176.6,4243.0,4666.5,4479.2,4359.0,4359.0
28,Denmark,DNK,Scientific and technical journal articles,IP.JRN.ARTC.SC,7629.7,8111.0,8367.9,8824.1,9040.2,9652.1,10168.0,11242.1,12237.1,12482.4,12482.4
29,Dominican Republic,DOM,Scientific and technical journal articles,IP.JRN.ARTC.SC,13.6,17.7,18.1,20.2,18.6,15.5,17.3,20.7,25.5,39.1,39.1
30,East Asia & Pacific,EAS,Scientific and technical journal articles,IP.JRN.ARTC.SC,290757.907,364855.1477,403580.1796,438142.2074,481085.4869,532233.2829,572391.0262,634627.1782,661959.0595,699399.9335,699399.9335
31,East Asia & Pacific (excluding high income),EAP,Scientific and technical journal articles,IP.JRN.ARTC.SC,112918.8024,164208.1729,191073.1617,217906.6357,254464.2468,296573.8489,327711.3082,378489.1531,401254.3925,434278.8533,434278.8533
32,Ecuador,ECU,Scientific and technical journal articles,IP.JRN.ARTC.SC,92.5,126.3,122.7,138.5,150.4,182.9,191.6,168.0,250.4,256.0,256.0
33,"Egypt, Arab Rep.",EGY,Scientific and technical journal articles,IP.JRN.ARTC.SC,3415.2,3477.7,3916.8,4466.9,4893.8,6138.1,6697.7,7708.0,8929.7,9199.2,9199.2
34,Equatorial Guinea,GNQ,Scientific and technical journal articles,IP.JRN.ARTC.SC,4.1,1.5,3.7,3.8,2.6,5.0,4.2,3.2,3.0,2.4,2.4
35,Estonia,EST,Scientific and technical journal articles,IP.JRN.ARTC.SC,603.7,707.8,843.6,998.8,1087.7,1119.2,1339.8,1365.6,1389.4,1425.8,1425.8
36,Euro area,EMU,Scientific and technical journal articles,IP.JRN.ARTC.SC,271073.2,302713.6,318348.9,335091.6,349943.8,367791.3,374599.1,389644.5,405049.8,409134.6,409134.6
37,Europe & Central Asia,ECS,Scientific and technical journal articles,IP.JRN.ARTC.SC,473105.4236,526020.1184,550806.9592,580862.8708,604718.4457,636697.7131,652861.6653,681610.8633,708051.354,720931.8159,720931.8159
38,Europe & Central Asia (excluding high income),ECA,Scientific and technical journal articles,IP.JRN.ARTC.SC,56977.3,64094.4,64721.1,71682.9,76439.4,83912.0,89151.8,94330.4,96746.1,102008.4,102008.4
39,European Union,EUU,Scientific and technical journal articles,IP.JRN.ARTC.SC,402907.1,447790.7,470351.6,495074.9,515794.1,541144.5,552780.2,575024.4,597675.6,605535.9,605535.9
40,Fiji,FJI,Scientific and technical journal articles,IP.JRN.ARTC.SC,55.1,58.5,71.8,80.2,60.9,70.3,56.8,58.3,59.5,84.0,84.0
41,Finland,FIN,Scientific and technical journal articles,IP.JRN.ARTC.SC,8127.0,8644.3,8892.7,9053.6,9208.0,9458.3,9471.5,9828.3,9985.8,10156.7,10156.7
42,France,FRA,Scientific and technical journal articles,IP.JRN.ARTC.SC,53953.1,58833.0,61646.6,63484.1,66206.3,68329.9,69063.2,70666.9,72424.4,72554.5,72554.5
43,"Gambia, The",GMB,Scientific and technical journal articles,IP.JRN.ARTC.SC,36.9,36.0,46.2,35.9,41.7,42.7,45.4,35.6,37.9,45.1,45.1
44,Germany,DEU,Scientific and technical journal articles,IP.JRN.ARTC.SC,72934.4,81765.2,83335.1,87319.9,89470.3,93328.5,95135.1,98492.8,101777.8,101073.9,101073.9
45,Ghana,GHA,Scientific and technical journal articles,IP.JRN.ARTC.SC,168.4,183.0,195.5,262.8,285.3,361.8,402.8,485.4,539.7,583.3,583.3
46,Greece,GRC,Scientific and technical journal articles,IP.JRN.ARTC.SC,7595.6,9055.5,10500.0,10838.3,11532.9,11802.2,11668.3,11599.0,11674.0,11370.4,11370.4
47,Guatemala,GTM,Scientific and technical journal articles,IP.JRN.ARTC.SC,28.7,52.9,37.9,34.5,41.8,64.6,53.7,48.8,73.2,80.5,80.5
48,Guinea,GIN,Scientific and technical journal articles,IP.JRN.ARTC.SC,10.2,6.8,17.2,14.1,11.0,10.3,11.3,10.6,11.9,11.5,11.5
49,Guinea-Bissau,GNB,Scientific and technical journal articles,IP.JRN.ARTC.SC,9.6,9.1,5.7,12.1,6.9,8.3,5.8,10.4,13.1,12.0,12.0
50,Heavily indebted poor countries (HIPC),HPC,Scientific and technical journal articles,IP.JRN.ARTC.SC,1994.7574530000002,2245.727589,2583.121876,3056.554181,3204.45842,3596.1,4063.7,4661.323541,4900.753163,5216.9921030000005,5216.9921030000005
51,High income,HIC,Scientific and technical journal articles,IP.JRN.ARTC.SC,995368.275,1100022.03,1147310.6670000001,1188215.749,1221626.4540000001,1264378.251,1296645.365,1346930.3769999999,1385664.386,1396451.3769999999,1396451.3769999999
52,Honduras,HND,Scientific and technical journal articles,IP.JRN.ARTC.SC,14.0,15.2,12.4,11.8,16.4,16.4,22.3,19.0,25.6,20.0,20.0
53,Hungary,HUN,Scientific and technical journal articles,IP.JRN.ARTC.SC,4597.2,5303.2,5331.4,5676.2,6196.0,5893.7,5718.8,6250.6,6340.5,6249.3,6249.3
54,Iceland,ISL,Scientific and technical journal articles,IP.JRN.ARTC.SC,299.9,345.2,347.5,359.9,424.4,489.0,550.5,539.8,627.5,575.9,575.9
55,India,IND,Scientific and technical journal articles,IP.JRN.ARTC.SC,28734.7,33090.1,38321.9,43421.1,49101.4,55646.4,65915.9,80515.4,88272.7,93349.4,93349.4
56,Indonesia,IDN,Scientific and technical journal articles,IP.JRN.ARTC.SC,364.7,468.6,552.5,542.3,643.7,956.1,1281.3,1769.3,1992.1,2927.7,2927.7
57,"Iran, Islamic Rep.",IRN,Scientific and technical journal articles,IP.JRN.ARTC.SC,4844.1,6919.6,9936.9,13187.7,17251.4,21100.2,25683.2,32975.5,33720.5,32964.8,32964.8
58,Ireland,IRL,Scientific and technical journal articles,IP.JRN.ARTC.SC,3703.8,4588.9,4700.6,5323.0,5615.6,6269.0,6835.2,7189.5,6926.0,6874.0,6874.0
59,Israel,ISR,Scientific and technical journal articles,IP.JRN.ARTC.SC,9998.1,10221.0,10862.2,11065.4,11187.5,11072.9,10736.4,11017.1,11517.6,11300.2,11300.2
60,Italy,ITA,Scientific and technical journal articles,IP.JRN.ARTC.SC,42390.1,46243.2,49272.0,52883.5,54676.8,57620.2,57362.5,58974.9,63310.5,66310.3,66310.3
61,Jamaica,JAM,Scientific and technical journal articles,IP.JRN.ARTC.SC,154.3,135.0,140.9,165.9,198.2,202.8,156.6,200.9,208.4,176.4,176.4
62,Japan,JPN,Scientific and technical journal articles,IP.JRN.ARTC.SC,93882.3,103860.8,105130.0,103023.2,102616.6,104732.1,104015.0,104795.2,104313.9,103376.6,103376.6
63,Jordan,JOR,Scientific and technical journal articles,IP.JRN.ARTC.SC,742.2,790.0,949.5,1138.9,1312.6,1406.8,1510.4,1524.5,1514.2,1504.3,1504.3
64,Kazakhstan,KAZ,Scientific and technical journal articles,IP.JRN.ARTC.SC,194.6,229.0,209.9,206.7,217.1,265.5,315.3,376.4,509.9,879.0,879.0
65,Kenya,KEN,Scientific and technical journal articles,IP.JRN.ARTC.SC,435.0,452.6,487.9,575.1,617.1,692.7,733.0,840.2,765.0,871.6,871.6
66,"Korea, Rep.",KOR,Scientific and technical journal articles,IP.JRN.ARTC.SC,26740.1,30925.9,36030.3,40199.8,43095.2,44684.1,49539.1,53821.3,56897.0,58844.1,58844.1
67,Kuwait,KWT,Scientific and technical journal articles,IP.JRN.ARTC.SC,538.8,610.2,658.9,711.4,748.7,782.9,740.9,798.7,820.8,843.8,843.8
68,Latin America & Caribbean,LCN,Scientific and technical journal articles,IP.JRN.ARTC.SC,37270.74072,42046.5202,51035.08579,54848.29682,62602.90327,68089.39235,72200.36487,76930.9135,83281.08258,85553.54673,85553.54673
69,Latin America & Caribbean (excluding high income),LAC,Scientific and technical journal articles,IP.JRN.ARTC.SC,34272.023180000004,38670.731510000005,47064.96395,50436.747339999994,57663.59801,62748.262370000004,66742.1,70908.6,76720.9,78966.9,78966.9
70,Latvia,LVA,Scientific and technical journal articles,IP.JRN.ARTC.SC,263.8,403.1,341.3,435.4,554.8,648.7,728.6,1215.5,1135.8,1206.8,1206.8
71,Least developed countries: UN classification,LDC,Scientific and technical journal articles,IP.JRN.ARTC.SC,2246.521416,2531.3659780000003,3003.336184,3607.6505829999996,3781.954283,4442.673627,5104.165164,5672.0157070000005,6367.632622,6554.197231,6554.197231
72,Lesotho,LSO,Scientific and technical journal articles,IP.JRN.ARTC.SC,5.9,4.7,9.8,9.6,12.9,8.7,8.6,10.3,18.2,12.4,12.4
73,Low & middle income,LMY,Scientific and technical journal articles,IP.JRN.ARTC.SC,257385.5582,329203.985,377411.0306,426634.7794,488264.0047,559381.4034,618899.7306,706473.5065,749603.0968,797637.484,797637.484
74,Low income,LIC,Scientific and technical journal articles,IP.JRN.ARTC.SC,1654.2486880000001,1830.1068579999999,2197.208239,2475.259771,2339.647243,2723.172598,2973.390813,3373.821429,3654.2858020000003,3908.679412,3908.679412
75,Lower middle income,LMC,Scientific and technical journal articles,IP.JRN.ARTC.SC,47258.88114,54155.91777000001,61948.68384,70332.61319,79232.52126000001,90488.08432000001,104819.3409,124505.9434,135164.6302,143876.6836,143876.6836
76,Madagascar,MDG,Scientific and technical journal articles,IP.JRN.ARTC.SC,50.0,58.0,62.8,108.7,82.0,85.0,80.9,95.1,93.9,113.2,113.2
77,Malawi,MWI,Scientific and technical journal articles,IP.JRN.ARTC.SC,79.3,81.2,84.6,128.4,145.4,117.6,148.0,170.9,170.3,156.5,156.5
78,Malaysia,MYS,Scientific and technical journal articles,IP.JRN.ARTC.SC,1989.9,2391.0,3155.6,3850.7,6216.2,8549.7,11280.7,14962.2,15730.5,17720.1,17720.1
79,Maldives,MDV,Scientific and technical journal articles,IP.JRN.ARTC.SC,2.3,3.2,5.1,4.7,0.9,3.0,2.8,6.7,9.1,5.3,5.3
80,Mali,MLI,Scientific and technical journal articles,IP.JRN.ARTC.SC,32.8,42.8,53.1,53.4,50.4,65.1,61.7,77.2,84.3,64.2,64.2
81,Mauritius,MUS,Scientific and technical journal articles,IP.JRN.ARTC.SC,55.0,56.1,59.0,58.1,64.9,77.0,87.9,59.0,102.6,109.5,109.5
82,Mexico,MEX,Scientific and technical journal articles,IP.JRN.ARTC.SC,7135.8,8166.2,9191.4,9348.5,10289.0,10701.0,11301.3,11877.0,12462.8,13112.4,13112.4
83,Middle East & North Africa,MEA,Scientific and technical journal articles,IP.JRN.ARTC.SC,26309.6,29652.5,35149.7,40310.5,46827.4,54183.5,61141.3,72864.3,78049.5,80218.8,80218.8
84,Middle East & North Africa (excluding high income),MNA,Scientific and technical journal articles,IP.JRN.ARTC.SC,12942.2,15713.5,20209.2,24894.4,30787.9,37348.7,43481.9,53013.0,56295.6,56863.4,56863.4
85,Middle income,MIC,Scientific and technical journal articles,IP.JRN.ARTC.SC,255317.9623,326839.963,374603.53799999994,423469.4831,485125.6143,555743.9104,614914.137,701943.7724,744723.6598,792425.5068,792425.5068
86,Moldova,MDA,Scientific and technical journal articles,IP.JRN.ARTC.SC,104.9,173.0,138.4,148.3,166.2,196.8,174.8,204.1,228.0,226.6,226.6
87,Morocco,MAR,Scientific and technical journal articles,IP.JRN.ARTC.SC,941.7,916.1,986.9,1048.5,1216.9,1499.0,1683.7,2045.7,2380.4,2536.4,2536.4
88,Mozambique,MOZ,Scientific and technical journal articles,IP.JRN.ARTC.SC,30.9,34.5,45.3,41.7,45.0,58.9,44.6,72.9,60.4,67.8,67.8
89,Namibia,NAM,Scientific and technical journal articles,IP.JRN.ARTC.SC,29.8,49.1,35.9,39.8,34.5,35.8,43.2,50.0,65.6,79.3,79.3
90,Netherlands,NLD,Scientific and technical journal articles,IP.JRN.ARTC.SC,20732.5,23481.0,24054.8,25114.0,25969.5,27967.6,28272.6,29226.7,30262.1,30412.4,30412.4
91,New Zealand,NZL,Scientific and technical journal articles,IP.JRN.ARTC.SC,4635.9,5112.6,5444.8,5823.7,6141.2,6380.3,6601.6,7161.5,7398.1,7244.3,7244.3
92,Nicaragua,NIC,Scientific and technical journal articles,IP.JRN.ARTC.SC,16.3,20.6,32.7,22.8,31.3,29.2,32.2,31.7,33.4,28.2,28.2
93,Niger,NER,Scientific and technical journal articles,IP.JRN.ARTC.SC,21.5,22.0,29.2,29.7,26.9,53.5,67.5,33.1,31.2,35.7,35.7
94,Nigeria,NGA,Scientific and technical journal articles,IP.JRN.ARTC.SC,1266.2,1600.3,2287.7,2818.9,2887.4,3623.8,4063.1,4456.1,3904.8,3653.7,3653.7
95,North America,NAC,Scientific and technical journal articles,IP.JRN.ARTC.SC,375509.4098,409777.7082,419138.5834,428012.4662,434639.5229,442419.2982,453628.1238,465842.3401,473268.5483,470427.4095,470427.4095
96,Norway,NOR,Scientific and technical journal articles,IP.JRN.ARTC.SC,5459.6,6522.5,6940.4,7492.6,7691.5,8615.3,8825.9,9443.0,10039.8,9853.6,9853.6
97,OECD members,OED,Scientific and technical journal articles,IP.JRN.ARTC.SC,976075.4,1077831.5,1124003.7,1163736.6,1194598.4,1236580.2,1266705.8,1313440.7,1351750.0,1363074.1,1363074.1
98,Oman,OMN,Scientific and technical journal articles,IP.JRN.ARTC.SC,293.4,314.5,326.3,375.1,372.0,423.7,472.7,603.3,588.3,657.6,657.6
99,Pakistan,PAK,Scientific and technical journal articles,IP.JRN.ARTC.SC,1556.4,2237.6,2787.2,3337.5,3983.9,4944.3,5677.2,6698.7,6980.6,7771.5,7771.5
100,Papua New Guinea,PNG,Scientific and technical journal articles,IP.JRN.ARTC.SC,40.2,34.1,40.5,57.6,59.7,43.7,51.3,46.0,60.6,43.6,43.6
101,Paraguay,PRY,Scientific and technical journal articles,IP.JRN.ARTC.SC,25.3,26.8,28.1,31.0,38.7,36.4,38.3,55.9,57.6,61.0,61.0
102,Peru,PER,Scientific and technical journal articles,IP.JRN.ARTC.SC,194.4,216.9,284.3,290.6,345.4,397.5,466.8,545.7,563.9,647.8,647.8
103,Philippines,PHL,Scientific and technical journal articles,IP.JRN.ARTC.SC,344.0,428.4,414.4,457.8,525.9,585.5,652.3,841.5,842.4,915.8,915.8
104,Poland,POL,Scientific and technical journal articles,IP.JRN.ARTC.SC,16647.0,18538.5,20295.6,20379.3,22213.9,22721.8,23706.2,25044.3,27064.7,28753.3,28753.3
105,Portugal,PRT,Scientific and technical journal articles,IP.JRN.ARTC.SC,4958.3,5723.4,6969.5,7350.5,8469.0,9329.2,10283.4,11610.5,12623.0,13555.6,13555.6
106,Russian Federation,RUS,Scientific and technical journal articles,IP.JRN.ARTC.SC,25964.7,28158.0,27237.0,28285.8,29569.8,30294.2,31607.1,33615.6,33260.4,35542.3,35542.3
107,Rwanda,RWA,Scientific and technical journal articles,IP.JRN.ARTC.SC,9.8,7.3,18.0,21.7,26.3,33.1,54.2,55.8,62.7,91.1,91.1
108,Saudi Arabia,SAU,Scientific and technical journal articles,IP.JRN.ARTC.SC,1689.2,1724.2,1875.3,2002.0,2232.9,2895.0,3755.9,5205.0,6227.1,7635.6,7635.6
109,Senegal,SEN,Scientific and technical journal articles,IP.JRN.ARTC.SC,129.8,166.4,139.7,169.9,170.6,177.8,198.8,275.0,298.0,295.8,295.8
110,Singapore,SGP,Scientific and technical journal articles,IP.JRN.ARTC.SC,7232.1,7757.1,7985.6,8015.1,8468.4,8799.7,9617.0,9896.5,10602.3,10658.5,10658.5
111,Slovenia,SVN,Scientific and technical journal articles,IP.JRN.ARTC.SC,1879.8,2310.8,2391.2,2658.6,2976.0,3183.3,3218.9,3624.3,3550.4,3514.2,3514.2
112,Solomon Islands,SLB,Scientific and technical journal articles,IP.JRN.ARTC.SC,2.6,3.1,6.6,4.3,2.9,3.4,7.8,7.4,5.0,4.3,4.3
113,South Africa,ZAF,Scientific and technical journal articles,IP.JRN.ARTC.SC,4607.3,4901.2,5485.3,5724.5,6137.3,6949.7,7531.0,8471.5,8955.4,9679.1,9679.1
114,South Asia,SAS,Scientific and technical journal articles,IP.JRN.ARTC.SC,31237.8,36487.0,42496.0,48509.3,54958.7,62711.5,74043.5,89794.7,98401.1,104307.1,104307.1
115,Spain,ESP,Scientific and technical journal articles,IP.JRN.ARTC.SC,30934.5,35197.0,38778.5,41318.2,43309.2,46712.2,48291.9,51288.4,53644.8,53342.1,53342.1
116,Sri Lanka,LKA,Scientific and technical journal articles,IP.JRN.ARTC.SC,251.6,329.0,381.3,433.9,491.0,480.8,498.1,577.1,595.8,713.1,713.1
117,Sub-Saharan Africa,SSF,Scientific and technical journal articles,IP.JRN.ARTC.SC,8709.195746,9602.23128,11365.23538,12661.639290000001,13315.2712,15357.447259999999,16961.71056,19014.80571,19193.48529,20163.95492,20163.95492
118,Sub-Saharan Africa (excluding high income),SSA,Scientific and technical journal articles,IP.JRN.ARTC.SC,8704.147715000001,9597.285498000001,11356.14372,12649.21055,13303.551590000001,15350.282959999999,16953.84003,19004.81303,19183.59401,20148.39905,20148.39905
119,Sudan,SDN,Scientific and technical journal articles,IP.JRN.ARTC.SC,99.9,100.6,108.6,147.6,188.9,264.0,309.8,341.9,312.4,375.1,375.1
120,Suriname,SUR,Scientific and technical journal articles,IP.JRN.ARTC.SC,4.6,4.8,5.2,5.8,5.1,4.5,6.7,4.2,9.5,15.2,15.2
121,Swaziland,SWZ,Scientific and technical journal articles,IP.JRN.ARTC.SC,11.3,18.8,17.3,14.8,27.5,35.7,54.9,47.1,35.3,37.9,37.9
122,Sweden,SWE,Scientific and technical journal articles,IP.JRN.ARTC.SC,14991.1,16147.3,16427.5,16506.0,16286.6,16831.5,17307.0,17948.8,18864.1,19361.8,19361.8
123,Switzerland,CHE,Scientific and technical journal articles,IP.JRN.ARTC.SC,13753.7,15151.3,16214.1,16702.5,17121.9,17836.8,18545.5,19483.7,20613.6,21060.4,21060.4
124,Tanzania,TZA,Scientific and technical journal articles,IP.JRN.ARTC.SC,188.4,202.1,273.7,289.7,290.0,315.1,369.0,414.5,374.6,378.9,378.9
125,Thailand,THA,Scientific and technical journal articles,IP.JRN.ARTC.SC,2687.7,3498.3,4271.0,4788.1,5709.1,5989.1,6966.2,7553.3,8364.7,8630.8,8630.8
126,Togo,TGO,Scientific and technical journal articles,IP.JRN.ARTC.SC,22.6,26.0,28.9,33.5,40.0,42.3,49.9,52.6,54.2,69.1,69.1
127,Trinidad and Tobago,TTO,Scientific and technical journal articles,IP.JRN.ARTC.SC,126.2,166.8,138.8,177.1,166.1,215.5,197.5,227.3,203.1,159.9,159.9
128,Tunisia,TUN,Scientific and technical journal articles,IP.JRN.ARTC.SC,1330.4,1670.0,1917.9,2320.0,2748.6,3194.5,3461.9,3771.8,3859.8,4206.8,4206.8
129,Turkey,TUR,Scientific and technical journal articles,IP.JRN.ARTC.SC,15462.5,17555.1,19371.9,21396.4,21816.2,24885.0,26172.8,27355.1,28329.2,30402.3,30402.3
130,Uganda,UGA,Scientific and technical journal articles,IP.JRN.ARTC.SC,202.4,216.8,212.8,281.2,258.8,317.5,410.7,443.8,454.7,473.9,473.9
131,Ukraine,UKR,Scientific and technical journal articles,IP.JRN.ARTC.SC,4738.9,5057.5,4994.2,5156.0,5478.8,5312.1,5711.9,6118.7,6561.4,7217.8,7217.8
132,United Arab Emirates,ARE,Scientific and technical journal articles,IP.JRN.ARTC.SC,520.2,673.2,779.1,735.6,878.0,995.2,1173.8,1397.3,1588.3,1679.1,1679.1
133,United States,USA,Scientific and technical journal articles,IP.JRN.ARTC.SC,335064.2,363815.9,371105.3,376882.9,382256.8,388037.2,398121.9,409369.8,414758.5,412541.5,412541.5
134,Upper middle income,UMC,Scientific and technical journal articles,IP.JRN.ARTC.SC,208027.0398,272640.9196,312605.3857,353081.0491,405828.6446,465181.8915,510015.5729,577348.256,609465.1824,648448.9855,648448.9855
135,Uruguay,URY,Scientific and technical journal articles,IP.JRN.ARTC.SC,298.9,342.5,355.0,381.6,443.2,486.2,509.3,579.2,584.1,590.6,590.6
136,Uzbekistan,UZB,Scientific and technical journal articles,IP.JRN.ARTC.SC,329.9,301.3,291.2,352.1,299.1,336.4,380.8,371.3,321.1,346.6,346.6
137,"Venezuela, RB",VEN,Scientific and technical journal articles,IP.JRN.ARTC.SC,1083.1,1260.6,1339.7,1399.6,1633.0,1650.8,1490.1,1277.3,1387.8,1196.1,1196.1
138,World,WLD,Scientific and technical journal articles,IP.JRN.ARTC.SC,1245379.318,1421145.4919999999,1516346.5969999998,1606232.429,1701106.8159999999,1814752.382,1906379.9340000001,2043980.219,2125608.2180000003,2184419.897,2184419.897
139,"Yemen, Rep.",YEM,Scientific and technical journal articles,IP.JRN.ARTC.SC,38.9,44.3,52.0,46.1,59.0,81.3,106.3,119.0,118.7,127.1,127.1
140,Zambia,ZMB,Scientific and technical journal articles,IP.JRN.ARTC.SC,43.6,59.9,68.9,69.5,91.0,73.3,92.0,107.7,108.8,117.3,117.3
141,Zimbabwe,ZWE,Scientific and technical journal articles,IP.JRN.ARTC.SC,133.6,129.9,167.2,169.7,130.1,118.9,155.0,149.8,186.6,210.2,210.2
