Country Name,Country Code,Series Name,Series Code,2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Latin America & the Caribbean (IDA & IBRD countries),TLA,Scientific and technical journal articles,IP.JRN.ARTC.SC,36138.7283040947,40764.8367428435,49406.4625127378,53304.7542378595,60933.2054642009,66161.763357142,70340.7,74752.1,81109.7,83342.2,..,..
Latvia,LVA,Scientific and technical journal articles,IP.JRN.ARTC.SC,263.8,403.1,341.3,435.4,554.8,648.7,728.6,1215.5,1135.8,1206.8,..,..
Least developed countries: UN classification,LDC,Scientific and technical journal articles,IP.JRN.ARTC.SC,2246.52141619644,2531.36597803707,3003.33618441784,3607.65058280044,3781.95428306841,4442.67362738319,5104.16516399239,5672.01570671246,6367.63262154454,6554.19723076481,..,..
Lebanon,LBN,Scientific and technical journal articles,IP.JRN.ARTC.SC,482,549,622,656.6,723.5,761.4,778.8,904.1,1012,1050.3,..,..
Lesotho,LSO,Scientific and technical journal articles,IP.JRN.ARTC.SC,5.9,4.7,9.8,9.6,12.9,8.7,8.6,10.3,18.2,12.4,..,..
Liberia,LBR,Scientific and technical journal articles,IP.JRN.ARTC.SC,1.6,1.3,4.7,2.8,1.4,3.7,3.9,9.6,7.8,8.3,..,..
Libya,LBY,Scientific and technical journal articles,IP.JRN.ARTC.SC,60.7,76.5,93.1,109.7,139.7,243.5,331.6,139.8,181,231.4,..,..
Liechtenstein,LIE,Scientific and technical journal articles,IP.JRN.ARTC.SC,25.7,35.1,34.4,25,33.1,20.7,28.1,29.2,32.7,26.3,..,..
Lithuania,LTU,Scientific and technical journal articles,IP.JRN.ARTC.SC,1104.1,1403.1,1564.2,1582.1,2309,2131,2239.2,2171,2169.4,2185.4,..,..
Low & middle income,LMY,Scientific and technical journal articles,IP.JRN.ARTC.SC,257385.558181183,329203.984998191,377411.030605204,426634.779447406,488264.004668138,559381.403419335,618899.730635811,706473.506522296,749603.096846317,797637.48395995,..,..
Low income,LIC,Scientific and technical journal articles,IP.JRN.ARTC.SC,1654.24868835034,1830.10685760956,2197.2082387457,2475.25977055822,2339.6472425837,2723.17259801028,2973.39081316776,3373.82142855207,3654.28580158574,3908.67941227496,..,..
Lower middle income,LMC,Scientific and technical journal articles,IP.JRN.ARTC.SC,47258.8811368637,54155.9177677519,61948.6838350456,70332.6131890217,79232.5212557418,90488.0843166398,104819.340875238,124505.943361426,135164.630195718,143876.683619492,..,..
Luxembourg,LUX,Scientific and technical journal articles,IP.JRN.ARTC.SC,143.2,144.1,188.2,213.9,309.3,384.9,451.4,572.1,576.2,732.2,..,..
"Macao SAR, China",MAC,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,..,..,..,..,..,..,..,..,..,..,..
"Macedonia, FYR",MKD,Scientific and technical journal articles,IP.JRN.ARTC.SC,244.2,239.7,208.7,253.7,310.3,379.8,312,421,440.4,439.9,..,..
Madagascar,MDG,Scientific and technical journal articles,IP.JRN.ARTC.SC,50,58,62.8,108.7,82,85,80.9,95.1,93.9,113.2,..,..
Malawi,MWI,Scientific and technical journal articles,IP.JRN.ARTC.SC,79.3,81.2,84.6,128.4,145.4,117.6,148,170.9,170.3,156.5,..,..
Malaysia,MYS,Scientific and technical journal articles,IP.JRN.ARTC.SC,1989.9,2391,3155.6,3850.7,6216.2,8549.7,11280.7,14962.2,15730.5,17720.1,..,..
Maldives,MDV,Scientific and technical journal articles,IP.JRN.ARTC.SC,2.3,3.2,5.1,4.7,0.9,3,2.8,6.7,9.1,5.3,..,..
Mali,MLI,Scientific and technical journal articles,IP.JRN.ARTC.SC,32.8,42.8,53.1,53.4,50.4,65.1,61.7,77.2,84.3,64.2,..,..
Malta,MLT,Scientific and technical journal articles,IP.JRN.ARTC.SC,59.4,71.5,77.8,106.5,180.2,151.6,179.7,192.1,238.4,259.2,..,..
Marshall Islands,MHL,Scientific and technical journal articles,IP.JRN.ARTC.SC,1,0.8,3.7,0.8,1.6,1.7,1.5,1.5,1.5,0.3,..,..
Mauritania,MRT,Scientific and technical journal articles,IP.JRN.ARTC.SC,6.4,10.5,7.3,9,5,6.3,6.6,14.6,13.7,16.2,..,..
Mauritius,MUS,Scientific and technical journal articles,IP.JRN.ARTC.SC,55,56.1,59,58.1,64.9,77,87.9,59,102.6,109.5,..,..
Mexico,MEX,Scientific and technical journal articles,IP.JRN.ARTC.SC,7135.8,8166.2,9191.4,9348.5,10289,10701,11301.3,11877,12462.8,13112.4,..,..
"Micronesia, Fed. Sts.",FSM,Scientific and technical journal articles,IP.JRN.ARTC.SC,2.4,4.7,2,6.2,4.3,3.8,7.7,4.9,4.2,5.9,..,..
Middle East & North Africa,MEA,Scientific and technical journal articles,IP.JRN.ARTC.SC,26309.6,29652.5,35149.7,40310.5,46827.4,54183.5,61141.3,72864.3,78049.5,80218.8,..,..
Middle East & North Africa (excluding high income),MNA,Scientific and technical journal articles,IP.JRN.ARTC.SC,12942.2,15713.5,20209.2,24894.4,30787.9,37348.7,43481.9,53013,56295.6,56863.4,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,Scientific and technical journal articles,IP.JRN.ARTC.SC,12897.9,15658.5,20143.8,24818.3,30697.5,37239.1,43358.8,52886.6,56156.9,56737.6,..,..
