Country Name, Year,mobile cellular subscriptions
Brazil,2006,53.11025849
Brazil,2007,63.67475185
Brazil,2008,78.5549801
Brazil,2009,87.54187651
Brazil,2010,100.8810115
Brazil,2011,119.0023853
Brazil,2012,125.0018521
Brazil,2013,135.3050481
Brazil,2014,138.9514906
Bulgaria,2004,61.07153717
Bulgaria,2005,81.27954474
Bulgaria,2006,108.2720221
Bulgaria,2007,130.8646368
Bulgaria,2008,138.97555580000002
Bulgaria,2009,140.4048536
Bulgaria,2010,138.0389827
Bulgaria,2011,142.8461575
Bulgaria,2012,148.1311121
Bulgaria,2013,145.1876887
Bulgaria,2014,137.70659530000003
Burkina Faso,2004,3.037679629
Burkina Faso,2005,4.7202902060000005
Burkina Faso,2006,7.354840819
Burkina Faso,2007,13.05253397
Burkina Faso,2008,20.62907931
Burkina Faso,2009,25.3304628
Burkina Faso,2010,36.72938024
Burkina Faso,2011,48.02719397
Burkina Faso,2012,60.60765215
Burkina Faso,2013,66.37728295
Burkina Faso,2014,71.73746951
Burundi,2004,1.3388771940000002
Burundi,2005,1.969012632
Burundi,2006,2.486764507
Burundi,2007,3.2419534710000004
Burundi,2008,5.572453585
Burundi,2009,10.31456575
Burundi,2010,18.174741600000004
Burundi,2011,20.06827414
Burundi,2012,22.81446021
Burundi,2013,24.96258806
Burundi,2014,30.46201036
Cabo Verde,2004,13.89003267
Cabo Verde,2005,17.07319111
Cabo Verde,2006,22.58745902
Cabo Verde,2007,31.46741973
Cabo Verde,2008,57.29277356
Cabo Verde,2009,59.83377049
Cabo Verde,2010,76.26543014
Cabo Verde,2011,80.81218046
Cabo Verde,2012,86.02531144
Cabo Verde,2013,100.1124481
Cabo Verde,2014,121.7897017
Cameroon,2004,8.661224693
Cameroon,2005,12.41890525
Cameroon,2006,16.84911141
Cameroon,2007,23.75158108
Cameroon,2008,31.44110653
Cameroon,2009,39.81367836
Cameroon,2010,41.8760103
Cameroon,2011,49.56740015
Cameroon,2012,60.40682443
Cameroon,2013,70.39046850000003
Cameroon,2014,75.68513309999999
Chad,2004,1.272630052
Chad,2005,2.096977626
Chad,2006,4.500299416
Chad,2007,8.587287923
Chad,2008,14.50506716
Chad,2009,20.06204202
Chad,2010,24.53167583
Chad,2011,30.34478288
Chad,2012,35.36487879
Chad,2013,35.56437683
Chad,2014,39.75097997
Chile,2004,57.28133939
Chile,2005,64.69417543
Chile,2006,75.43868865
Chile,2007,83.7200337
Chile,2008,87.91177733
Chile,2009,96.81312008
Chile,2010,115.75138359999998
Chile,2011,128.92690729999998
Chile,2012,137.0811793
Chile,2013,134.2890529
Chile,2014,133.25562879999998
Comoros,2004,1.431185075
Comoros,2005,2.5840098680000003
Comoros,2006,5.981418464
Comoros,2007,9.815151975
Comoros,2008,14.12941193
Comoros,2009,18.40512718
Comoros,2010,24.19595919
Comoros,2011,30.91017629
Comoros,2012,39.51356301
Comoros,2013,47.28425115
Comoros,2014,50.90120382
"Congo, Dem. Rep.",2004,3.792769423
"Congo, Dem. Rep.",2005,5.082723491
"Congo, Dem. Rep.",2006,7.942801654
"Congo, Dem. Rep.",2007,11.52690544
"Congo, Dem. Rep.",2008,16.89524742
"Congo, Dem. Rep.",2009,15.63752578
"Congo, Dem. Rep.",2010,19.00647586
"Congo, Dem. Rep.",2011,24.47130767
"Congo, Dem. Rep.",2012,30.58009217
"Congo, Dem. Rep.",2013,41.81656407
"Congo, Dem. Rep.",2014,53.49321638
"Congo, Rep.",2004,11.12402678
"Congo, Rep.",2005,15.75537552
"Congo, Rep.",2006,25.16003031
"Congo, Rep.",2007,34.25590964
"Congo, Rep.",2008,46.61451448
"Congo, Rep.",2009,73.79715284
"Congo, Rep.",2010,90.44274713
"Congo, Rep.",2011,91.93909914
"Congo, Rep.",2012,98.75682808
"Congo, Rep.",2013,104.7695043
"Congo, Rep.",2014,108.1495742
Costa Rica,2004,21.73836456
Costa Rica,2005,25.49240416
Costa Rica,2006,32.86782699
Costa Rica,2007,33.79212704
Costa Rica,2008,41.62122844
Costa Rica,2009,42.38509644
Costa Rica,2010,66.9932126
Costa Rica,2011,87.66035275
Costa Rica,2012,111.9199133
Costa Rica,2013,145.9716479
Costa Rica,2014,143.82837949999995
Cote d'Ivoire,2004,9.766100444
Cote d'Ivoire,2005,13.5071853
Cote d'Ivoire,2006,23.01735374
Cote d'Ivoire,2007,41.60500652
Cote d'Ivoire,2008,57.22349848
Cote d'Ivoire,2009,70.87826244
Cote d'Ivoire,2010,82.20152116
Cote d'Ivoire,2011,89.44962943
Cote d'Ivoire,2012,91.22862939
Cote d'Ivoire,2013,95.44605196
Cote d'Ivoire,2014,106.2476093
Croatia,2004,64.44748808
Croatia,2005,83.15832573
Croatia,2006,100.3790937
Croatia,2007,115.2253076
Croatia,2008,104.4643435
Croatia,2009,107.4733846
Croatia,2010,113.6081449
Croatia,2011,118.3013547
Croatia,2012,115.4136047
Croatia,2013,110.0543067
Croatia,2014,104.4313214
Denmark,2004,95.70911343
Denmark,2005,100.5816868
Denmark,2006,107.1170645
Denmark,2007,115.3715804
Denmark,2008,119.3024732
Denmark,2009,123.6993991
Denmark,2010,115.669923
Denmark,2011,128.661526
Denmark,2012,130.2798977
Denmark,2013,127.1176716
Denmark,2014,125.95782340000002
Dominican Republic,2004,27.52205864
Dominican Republic,2005,38.77928523
Dominican Republic,2006,48.58664735
Dominican Republic,2007,57.33593759
Dominican Republic,2008,73.95219275
Dominican Republic,2009,87.30861627
Dominican Republic,2010,88.7787084
Dominican Republic,2011,86.43207979
Dominican Republic,2012,86.93709732
Dominican Republic,2013,88.43350015
Dominican Republic,2014,78.86382636
East Asia & Pacific,2004,29.60996318
East Asia & Pacific,2005,34.07117549
East Asia & Pacific,2006,39.47870679
East Asia & Pacific,2007,48.03977794
East Asia & Pacific,2008,57.10186039
East Asia & Pacific,2009,64.94370914
East Asia & Pacific,2010,73.73628786
East Asia & Pacific,2011,83.27385712
East Asia & Pacific,2012,91.63285375
East Asia & Pacific,2013,98.30288327
East Asia & Pacific,2014,103.1707229
East Asia & Pacific (excluding high income),2004,23.56944068
East Asia & Pacific (excluding high income),2005,28.14690302
East Asia & Pacific (excluding high income),2006,33.79253235
East Asia & Pacific (excluding high income),2007,42.56822885
East Asia & Pacific (excluding high income),2008,52.38224484
East Asia & Pacific (excluding high income),2009,60.65242784
East Asia & Pacific (excluding high income),2010,69.92421189
East Asia & Pacific (excluding high income),2011,79.87847843
East Asia & Pacific (excluding high income),2012,88.68071682
East Asia & Pacific (excluding high income),2013,95.71930752
East Asia & Pacific (excluding high income),2014,100.4765633
Ecuador,2004,26.19668978
Ecuador,2005,45.33840899
Ecuador,2006,60.50592352
Ecuador,2007,69.66428675
Ecuador,2008,80.51374955
Ecuador,2009,89.7355484
Ecuador,2010,98.53115831
Ecuador,2011,100.5655994
Ecuador,2012,106.22553290000002
Ecuador,2013,105.6444776
Ecuador,2014,103.8991648
"Egypt, Arab Rep.",2004,10.82720009
"Egypt, Arab Rep.",2005,18.98863599
"Egypt, Arab Rep.",2006,24.66217297
"Egypt, Arab Rep.",2007,40.54135052
"Egypt, Arab Rep.",2008,54.69017202
"Egypt, Arab Rep.",2009,72.09666743
"Egypt, Arab Rep.",2010,90.50319174
"Egypt, Arab Rep.",2011,105.0794228
"Egypt, Arab Rep.",2012,119.9164442
"Egypt, Arab Rep.",2013,121.507893
"Egypt, Arab Rep.",2014,114.3059858
Equatorial Guinea,2004,10.56344638
Equatorial Guinea,2005,16.0524014
Equatorial Guinea,2006,19.30759738
Equatorial Guinea,2007,23.45149761
Equatorial Guinea,2008,27.35458379
Equatorial Guinea,2009,29.548600800000006
Equatorial Guinea,2010,57.35549085
Equatorial Guinea,2011,66.8802619
Equatorial Guinea,2012,68.05374469
Equatorial Guinea,2013,67.47338887
Equatorial Guinea,2014,66.38811096
Estonia,2004,94.27919527
Estonia,2005,109.0700258
Estonia,2006,125.7645616
Estonia,2007,128.07861780000002
Estonia,2008,124.2110004
Estonia,2009,120.5357013
Estonia,2010,127.2827876
Estonia,2011,143.9260625
Estonia,2012,160.4107755
Estonia,2013,159.6607033
Estonia,2014,160.6878485
Euro area,2004,88.89506405
Euro area,2005,97.87797602
Euro area,2006,105.8890788
Euro area,2007,115.870395
Euro area,2008,121.1330152
Euro area,2009,120.3230279
Euro area,2010,116.3810949
Euro area,2011,119.3281111
Euro area,2012,120.6252695
Euro area,2013,121.75745659999998
Euro area,2014,121.2458144
Europe & Central Asia,2004,66.08424517
Europe & Central Asia,2005,81.04876938
Europe & Central Asia,2006,94.57803511
Europe & Central Asia,2007,106.311683
Europe & Central Asia,2008,115.0124077
Europe & Central Asia,2009,119.4063227
Europe & Central Asia,2010,120.258598
Europe & Central Asia,2011,120.2849132
Europe & Central Asia,2012,122.5181179
Europe & Central Asia,2013,125.2369912
Europe & Central Asia,2014,126.05350990000002
Europe & Central Asia (excluding high income),2004,32.40418409
Europe & Central Asia (excluding high income),2005,47.8186852
Europe & Central Asia (excluding high income),2006,66.09455667
Europe & Central Asia (excluding high income),2007,80.88190942
Europe & Central Asia (excluding high income),2008,91.11422125
Europe & Central Asia (excluding high income),2009,94.85370053
Europe & Central Asia (excluding high income),2010,99.07153857
Europe & Central Asia (excluding high income),2011,106.6871066
Europe & Central Asia (excluding high income),2012,108.8563761
Europe & Central Asia (excluding high income),2013,111.5915022
Europe & Central Asia (excluding high income),2014,112.7109831
European Union,2004,85.94063784
European Union,2005,95.79155903
European Union,2006,105.01228799999998
European Union,2007,115.1562612
European Union,2008,120.4838915
European Union,2009,120.3930815
European Union,2010,118.0482008
European Union,2011,120.7642756
European Union,2012,122.61030490000002
European Union,2013,123.8563913
European Union,2014,123.9117009
Fiji,2004,17.36152235
Fiji,2005,24.92449701
Fiji,2006,34.37685675
Fiji,2007,63.44901555
Fiji,2008,71.10259987
Fiji,2009,75.07516314
Fiji,2010,81.10077287
Fiji,2011,83.76338399
Fiji,2012,98.17854865
Fiji,2013,105.6001544
Fiji,2014,98.77670015
Finland,2004,95.40312987
Finland,2005,100.450445
Finland,2006,107.6347185
Finland,2007,114.8847345
Finland,2008,128.424569
Finland,2009,144.0887946
Finland,2010,156.3055115
Finland,2011,165.89090090000005
Finland,2012,172.3224293
Finland,2013,136.578674
Finland,2014,139.66389619999998
France,2004,73.01991391
France,2005,78.26189586
France,2006,83.53432024
France,2007,88.98459991
France,2008,92.67718212
France,2009,92.09659575
France,2010,91.38732973
France,2011,94.0767743
France,2012,97.37775287
France,2013,98.49547248
France,2014,100.3615662
"Gambia, The",2004,12.57243519
"Gambia, The",2005,17.22725782
"Gambia, The",2006,27.27777463
"Gambia, The",2007,52.33214725
"Gambia, The",2008,73.90036908
"Gambia, The",2009,80.62692375
"Gambia, The",2010,87.9633354
"Gambia, The",2011,80.76025697
"Gambia, The",2012,85.20375721
"Gambia, The",2013,99.9766937
"Gambia, The",2014,119.63048870000002
Germany,2004,85.06020667
Germany,2005,94.55486999
Germany,2006,102.2828888
Germany,2007,115.1403608
Germany,2008,126.5575074
Germany,2009,126.2280577
Germany,2010,106.4836959
Germany,2011,109.6595675
Germany,2012,111.5940398
Germany,2013,120.92116509999998
Germany,2014,120.41898290000002
Ghana,2004,8.135148478
Ghana,2005,13.44255251
Ghana,2006,23.72559884
Ghana,2007,33.75729429
Ghana,2008,50.0664665
Ghana,2009,63.77348397
Ghana,2010,71.86671124
Ghana,2011,85.27494343
Ghana,2012,100.9932997
Ghana,2013,108.1911482
Ghana,2014,114.8194789
Greece,2004,84.49551267
Greece,2005,92.92454872
Greece,2006,99.34233967
Greece,2007,111.0964206
Greece,2008,124.5083602
Greece,2009,119.7955893
Greece,2010,110.6455185
Greece,2011,109.0787779
Greece,2012,120.0963016
Greece,2013,116.8206478
Greece,2014,114.96188490000002
Guatemala,2004,25.61697311
Guatemala,2005,35.57138428
Guatemala,2006,55.2407726
Guatemala,2007,89.33491997
Guatemala,2008,109.5274308
Guatemala,2009,123.7220234
Guatemala,2010,125.9831555
Guatemala,2011,132.4516485
Guatemala,2012,137.81948490000002
Guatemala,2013,140.393535
Guatemala,2014,106.6337703
Guinea,2004,1.651452655
Guinea,2005,1.973615991
Guinea,2006,54.55299168
Guinea,2007,19.90650512
Guinea,2008,26.66103586
Guinea,2009,32.936074
Guinea,2010,36.7781157
Guinea,2011,43.54770359
Guinea,2012,48.76925037
Guinea,2013,63.31503903
Guinea,2014,72.09875075
Guinea-Bissau,2004,2.836587237
Guinea-Bissau,2005,6.952089848
Guinea-Bissau,2006,10.83048396
Guinea-Bissau,2007,19.95658668
Guinea-Bissau,2008,32.9718113
Guinea-Bissau,2009,36.13019495
Guinea-Bissau,2010,42.69221945
Guinea-Bissau,2011,45.10659833
Guinea-Bissau,2012,63.0692167
Guinea-Bissau,2013,55.15072568
Guinea-Bissau,2014,63.48369055
Heavily indebted poor countries (HIPC),2004,4.258430921
Heavily indebted poor countries (HIPC),2005,6.365272868
Heavily indebted poor countries (HIPC),2006,10.74220631
Heavily indebted poor countries (HIPC),2007,16.69967422
Heavily indebted poor countries (HIPC),2008,24.77048278
Heavily indebted poor countries (HIPC),2009,30.86748582
Heavily indebted poor countries (HIPC),2010,37.34786794
Heavily indebted poor countries (HIPC),2011,45.89839366
Heavily indebted poor countries (HIPC),2012,51.98971072
Heavily indebted poor countries (HIPC),2013,58.28493403
Heavily indebted poor countries (HIPC),2014,64.10237152
High income,2004,71.38578366
High income,2005,81.92913025
High income,2006,91.82082654
High income,2007,101.3389841
High income,2008,107.852375
High income,2009,113.01856
High income,2010,115.4455851
High income,2011,116.5107243
High income,2012,119.2413356
High income,2013,121.7715904
High income,2014,123.3102048
Honduras,2004,10.4578002
Honduras,2005,18.57507619
Honduras,2006,31.84055311
Honduras,2007,58.29729484
Honduras,2008,84.81834019
Honduras,2009,112.32838329999998
Honduras,2010,124.7187583
Honduras,2011,103.6720092
Honduras,2012,92.87017414
Honduras,2013,95.91916853
Honduras,2014,93.51563642
Hungary,2004,86.25517302
Hungary,2005,92.31411681
Hungary,2006,98.89553625
Hungary,2007,109.6328855
Hungary,2008,121.6811908
Hungary,2009,117.5591879
Hungary,2010,119.9427178
Hungary,2011,116.9434928
Hungary,2012,116.070556
Hungary,2013,116.4278724
Hungary,2014,118.0538283
Iceland,2004,98.94191084
Iceland,2005,95.40447185
Iceland,2006,100.4087225
Iceland,2007,106.9324528
Iceland,2008,108.897393
Iceland,2009,108.2570649
Iceland,2010,107.2427541
Iceland,2011,106.8414418
Iceland,2012,108.054513
Iceland,2013,108.1111263
Iceland,2014,111.0801927
India,2004,4.701852372
India,2005,7.997206759
India,2006,14.52388234
India,2007,20.1553755
India,2008,29.53103968
India,2009,44.12009108
India,2010,62.39006487
India,2011,73.19803895
India,2012,69.92238977
India,2013,70.78318167
India,2014,74.48376991
Indonesia,2004,13.70874711
Indonesia,2005,20.89708826
Indonesia,2006,28.01943927
Indonesia,2007,40.43198063
Indonesia,2008,60.01372486
Indonesia,2009,68.9204184
Indonesia,2010,87.79014493
Indonesia,2011,102.4626496
Indonesia,2012,114.218131
Indonesia,2013,125.3581426
Indonesia,2014,126.180597
"Iran, Islamic Rep.",2004,7.319761151
"Iran, Islamic Rep.",2005,12.13146655
"Iran, Islamic Rep.",2006,21.67657012
"Iran, Islamic Rep.",2007,41.45707252
"Iran, Islamic Rep.",2008,59.17901883
"Iran, Islamic Rep.",2009,71.4616386
"Iran, Islamic Rep.",2010,72.58942289
"Iran, Islamic Rep.",2011,74.30366228
"Iran, Islamic Rep.",2012,76.09808684
"Iran, Islamic Rep.",2013,84.24610052
"Iran, Islamic Rep.",2014,87.79273111
Ireland,2004,94.47377374
Ireland,2005,102.6935533
Ireland,2006,110.9801131
Ireland,2007,115.8530739
Ireland,2008,116.0047081
Ireland,2009,106.6677293
Ireland,2010,105.23580990000002
Ireland,2011,108.479355
Ireland,2012,107.2128919
Ireland,2013,105.4662101
Ireland,2014,104.2554956
Israel,2004,111.6505837
Israel,2005,117.46486090000002
Israel,2006,124.3388396
Israel,2007,128.454728
Israel,2008,126.3854986
Israel,2009,124.0341367
Israel,2010,122.7836679
Israel,2011,121.9782701
Israel,2012,120.6843884
Israel,2013,122.8478352
Israel,2014,121.45065259999998
Italy,2004,107.6937662
Italy,2005,121.8642226
Italy,2006,136.12111299999998
Italy,2007,150.962827
Italy,2008,150.88564580000005
Italy,2009,149.5058395
Italy,2010,154.7970088
Italy,2011,158.145883
Italy,2012,159.6276155
Italy,2013,158.8172931
Italy,2014,154.2486564
Jamaica,2004,68.93370547
Jamaica,2005,73.87598526
Jamaica,2006,84.36418744
Jamaica,2007,99.12039649
Jamaica,2008,100.164076
Jamaica,2009,108.2941099
Jamaica,2010,116.0682988
Jamaica,2011,106.9237357
Jamaica,2012,98.04968759
Jamaica,2013,102.2381648
Jamaica,2014,102.9209275
Japan,2004,72.15580043
Japan,2005,75.98436507
Japan,2006,78.51905384
Japan,2007,84.35360774
Japan,2008,86.70710553
Japan,2009,91.31743648
Japan,2010,96.80752449
Japan,2011,104.2742326
Japan,2012,110.9073543
Japan,2013,116.3154258
Japan,2014,120.2329983
Jordan,2004,31.89416724
Jordan,2005,59.88643393
Jordan,2006,79.99969054
Jordan,2007,84.36638062
Jordan,2008,89.88973816
Jordan,2009,97.2992605
Jordan,2010,102.5632445
Jordan,2011,111.16317250000002
Jordan,2012,128.1735327
Jordan,2013,141.7962745
Jordan,2014,147.804955
Kazakhstan,2004,16.42011664
Kazakhstan,2005,35.83356656
Kazakhstan,2006,51.0647485
Kazakhstan,2007,80.03793182
Kazakhstan,2008,95.77525322
Kazakhstan,2009,108.3821491
Kazakhstan,2010,121.867001
Kazakhstan,2011,156.7946524
Kazakhstan,2012,185.8215629
Kazakhstan,2013,184.69475480000003
Kazakhstan,2014,168.62290430000004
Kenya,2004,7.309274576
Kenya,2005,12.88773918
Kenya,2006,19.96957736
Kenya,2007,30.06283272
Kenya,2008,42.04847839
Kenya,2009,48.62445283
Kenya,2010,61.03491308
Kenya,2011,66.81460890000001
Kenya,2012,71.17433333
Kenya,2013,71.76404552
Kenya,2014,73.84324808
"Korea, Rep.",2004,78.17313661
"Korea, Rep.",2005,81.52202954
"Korea, Rep.",2006,84.99862058
"Korea, Rep.",2007,93.26624778
"Korea, Rep.",2008,95.27662025
"Korea, Rep.",2009,99.54168558
"Korea, Rep.",2010,104.7742463
"Korea, Rep.",2011,107.7446102
"Korea, Rep.",2012,109.4316142
"Korea, Rep.",2013,110.9984678
"Korea, Rep.",2014,115.5435591
Kuwait,2004,80.79191756
Kuwait,2005,60.18706501
Kuwait,2006,48.79420214
Kuwait,2007,55.82934104
Kuwait,2008,55.50663695
Kuwait,2009,91.87085234
Kuwait,2010,133.0114856
Kuwait,2011,157.90802649999995
Kuwait,2012,156.89913169999997
Kuwait,2013,190.2883477
Kuwait,2014,218.4302852
Latin America & Caribbean,2004,31.53526819
Latin America & Caribbean,2005,42.89606816
Latin America & Caribbean,2006,53.97063599
Latin America & Caribbean,2007,66.55705582
Latin America & Caribbean,2008,79.23494405
Latin America & Caribbean,2009,87.43562093
Latin America & Caribbean,2010,96.36835584
Latin America & Caribbean,2011,104.9329815
Latin America & Caribbean,2012,109.435113
Latin America & Caribbean,2013,114.5115258
Latin America & Caribbean,2014,114.7214273
Latin America & Caribbean (excluding high income),2004,30.12538978
Latin America & Caribbean (excluding high income),2005,40.54419861
Latin America & Caribbean (excluding high income),2006,49.76525172
Latin America & Caribbean (excluding high income),2007,61.51671114
Latin America & Caribbean (excluding high income),2008,74.47056781
Latin America & Caribbean (excluding high income),2009,82.57940287
Latin America & Caribbean (excluding high income),2010,91.76354983
Latin America & Caribbean (excluding high income),2011,100.7751939
Latin America & Caribbean (excluding high income),2012,104.97577340000002
Latin America & Caribbean (excluding high income),2013,110.6301748
Latin America & Caribbean (excluding high income),2014,111.3287866
Latvia,2004,68.06697415
Latvia,2005,84.02031102
Latvia,2006,99.37820811
Latvia,2007,102.3002948
Latvia,2008,107.4991886
Latvia,2009,109.0545685
Latvia,2010,110.3123196
Latvia,2011,111.3637843
Latvia,2012,127.6857527
Latvia,2013,124.7611955
Latvia,2014,124.1970672
Least developed countries: UN classification,2004,2.826624561
Least developed countries: UN classification,2005,4.98365434
Least developed countries: UN classification,2006,9.121220811
Least developed countries: UN classification,2007,15.06777953
Least developed countries: UN classification,2008,21.63473382
Least developed countries: UN classification,2009,26.47540811
Least developed countries: UN classification,2010,33.43446897
Least developed countries: UN classification,2011,42.62119165
Least developed countries: UN classification,2012,49.03499329
Least developed countries: UN classification,2013,56.34406728
Least developed countries: UN classification,2014,63.14595523
Lesotho,2004,10.26206811
Lesotho,2005,12.97020943
Lesotho,2006,18.44519698
Lesotho,2007,24.66811263
Lesotho,2008,30.07891192
Lesotho,2009,33.21820036
Lesotho,2010,49.15315236
Lesotho,2011,60.72157105
Lesotho,2012,75.30007872
Lesotho,2013,86.30152835
Lesotho,2014,101.8983929
Low & middle income,2004,16.10097091
Low & middle income,2005,21.66010195
Low & middle income,2006,29.05080487
Low & middle income,2007,37.73501408
Low & middle income,2008,47.66218536
Low & middle income,2009,56.67887014
Low & middle income,2010,66.98337852
Low & middle income,2011,76.38963068
Low & middle income,2012,81.09851518
Low & middle income,2013,86.24100733
Low & middle income,2014,89.79338911
Low income,2004,2.629490501
Low income,2005,3.85204784
Low income,2006,6.677801285
Low income,2007,11.28376704
Low income,2008,17.45576543
Low income,2009,22.36257947
Low income,2010,29.07801336
Low income,2011,37.31119002
Low income,2012,43.83301971
Low income,2013,50.96161392
Low income,2014,57.24681249
Lower middle income,2004,8.048799707999999
Lower middle income,2005,12.93400824
Lower middle income,2006,21.1856709
Lower middle income,2007,30.66306766
Lower middle income,2008,42.49241606
Lower middle income,2009,53.84766905
Lower middle income,2010,67.55101347
Lower middle income,2011,77.68659278
Lower middle income,2012,80.19611776
Lower middle income,2013,83.31647688
Lower middle income,2014,87.06385393
Madagascar,2004,1.879643651
Madagascar,2005,2.789819618
Madagascar,2006,5.555513652
Madagascar,2007,11.44808924
Madagascar,2008,24.26502318
Madagascar,2009,30.65911646
Madagascar,2010,36.5839289
Madagascar,2011,40.04243013
Madagascar,2012,39.37666576
Madagascar,2013,36.90806976
Madagascar,2014,38.21891025
Malawi,2004,1.767311574
Malawi,2005,3.258578544
Malawi,2006,4.6602394810000005
Malawi,2007,7.662757357
Malawi,2008,10.66389819
Malawi,2009,17.05611988
Malawi,2010,20.763471
Malawi,2011,25.56405677
Malawi,2012,29.2138369
Malawi,2013,32.33015944
Malawi,2014,30.4977722
Malaysia,2004,57.60279414
Malaysia,2005,75.62840062
Malaysia,2006,73.93037394
Malaysia,2007,87.07077496
Malaysia,2008,101.5040904
Malaysia,2009,108.46940829999998
Malaysia,2010,119.7442976
Malaysia,2011,127.477801
Malaysia,2012,141.32969619999997
Malaysia,2013,144.7153167
Malaysia,2014,148.8298489
Maldives,2004,38.71591939
Maldives,2005,68.42621717
Maldives,2006,89.50813176
Maldives,2007,101.719445
Maldives,2008,138.8041154
Maldives,2009,143.20528059999995
Maldives,2010,151.783883
Maldives,2011,159.7911219
Maldives,2012,165.6257202
Maldives,2013,181.1940074
Maldives,2014,189.3831136
Mali,2004,3.51562473
Mali,2005,6.381119979
Mali,2006,12.27489738
Mali,2007,19.8881407
