,Country Name, Year,GDP(constant 2010 US$),co2 emissions,commercial bank branches,foreign direct investment net inflows,internetUsers,labor force,life expectancy,mobile cellular subscriptions,technical articles,time required to start a business,unemployment rate
85,Austria,2012,404161000000.0,0.154079764,15.98662845,5219630177.0,80.02999392,4398901.0,80.93658537,160.5397387,12001.0,25.0,4.3000001910000005
86,Austria,2013,404663000000.0,0.154414186,15.56021349,451322440.3,80.6188,4433263.0,81.13658537,156.2304116,12031.3,25.0,4.900000095
87,Austria,2014,407272000000.0,0.144159919,14.85952515,1715068691.0,80.99582496,4414374.0,81.4902439,151.9112515,12031.3,22.0,5.0
88,Bangladesh,2004,80592852042.0,0.467834219,6.941277123,448905400.7,0.19903633399999998,61785608.0,67.46260976,1.969454675,486.2,51.5,4.5
89,Bangladesh,2005,85860356478.0,0.459803845,6.888927837000001,760504265.8,0.241637326,62471582.0,67.94129268,6.28776238,561.6,51.5,4.3000001910000005
90,Bangladesh,2006,91588846354.0,0.475406774,6.920320861,456523167.7,1.0,62943612.0,68.41026829,13.20573922,688.0,43.5,4.199999809
91,Bangladesh,2007,98053769823.0,0.45262615700000003,6.955732823,651029738.1,1.8,63342123.0,68.87390244,23.46762823,959.8,67.5,4.3000001910000005
92,Bangladesh,2008,103951000000.0,0.476301949,7.005030822,1328422987.0,2.5,63688571.0,69.33368293,30.16828408,1066.0,66.5,4.400000095
93,Bangladesh,2009,109195000000.0,0.49211266299999995,7.217129213,901286583.1,3.1,64016262.0,69.79117073,34.35334451,1239.9,43.5,5.0
94,Bangladesh,2010,115279000000.0,0.519930557,7.470900052,1232258247.0,3.7,64352482.0,70.24204878,44.94535882,1546.8,26.5,4.5
95,Bangladesh,2011,122731000000.0,0.5166856670000001,7.672721987,1264725163.0,4.5,65536644.0,70.68056098,55.19256723,1585.6,26.5,4.5
96,Bangladesh,2012,130735000000.0,0.51635604,7.870271336,1584403460.0,5.0,66746410.0,71.10090244,62.82023906,2085.9,26.5,4.5
97,Bangladesh,2013,138597000000.0,0.502967142,8.038251382999999,2602962095.0,6.63,67995984.0,71.4977561,74.42964608,1970.6,21.8,4.5
98,Bangladesh,2014,146997000000.0,0.497897765,8.224125251,2539190940.0,13.9,69307791.0,71.87165854,75.92489163,1970.6,19.5,4.3000001910000005
99,Belize,2004,1199103461.0,0.327218637,25.69987329,111496166.4,9.8,105868.0,68.88482927,28.29761545,4.5,47.77269403,10.5
100,Belize,2005,1230025246.0,0.34284255700000005,25.44853035,126908465.9,17.0,110301.0,69.08536585,35.30450132,5.7,57.0,11.0
101,Belize,2006,1286391895.0,0.34492366,23.42168513,108828544.6,24.0,115743.0,69.27597561,42.296180799999995,4.9,44.0,9.399999618999999
102,Belize,2007,1300597659.0,0.366531492,26.34479421,140373737.3,24.6,121359.0,69.4434878,41.34020042,1.8,43.0,8.5
103,Belize,2008,1342587389.0,0.32502390800000003,26.96200431,169668449.5,26.3,127121.0,69.57970732,54.51721037,3.6,43.0,8.199999809
104,Belize,2009,1352161618.0,0.4339126270000001,26.02198858,108840086.4,27.2,132990.0,69.68356098,53.74564807,9.6,43.0,11.19999981
105,Belize,2010,1397113450.0,0.38583051399999996,25.14190672,96449877.08,28.2,138930.0,69.76202439,62.93070205,11.0,43.0,10.80000019
106,Belize,2011,1426508030.0,0.421580522,24.29690822,95348525.19,30.7,145439.0,69.83017073,70.31965347,3.4,43.0,12.30000019
107,Belize,2012,1481068378.0,0.321869001,23.52164217,194201408.8,31.0,151973.0,69.90865854,53.20712214,8.5,43.0,14.39999962
108,Belize,2013,1500530789.0,0.34213226700000005,24.10969473,92247730.94,33.6,157910.0,70.01307317,52.61072612,9.6,43.0,11.69999981
109,Belize,2014,1561767961.0,0.316977305,23.37292565,141097030.3,38.7,163926.0,70.1475122,50.712565999999995,9.6,43.0,11.5
110,Benin,2004,5675602454.0,0.441931587,0.936959106,-40701529.97,1.182540965,3094328.0,56.81492683,5.797473517999999,61.7,34.0,1.299999952
111,Benin,2005,5772744796.0,0.41480285100000003,1.079352688,-8785364.695,1.2710314390000002,3198020.0,57.28560976,7.28722342,59.0,34.0,1.299999952
112,Benin,2006,6000595826.0,0.6453279160000001,1.597120923,-12352499.85,1.537854346,3292312.0,57.74912195,12.50317546,83.5,34.0,1.100000024
113,Benin,2007,6359822427.0,0.70689741,1.975652552,139006086.8,1.79,3387968.0,58.18897561,23.56334604,90.0,34.0,1.100000024
114,Benin,2008,6671033591.0,0.661276988,2.366614429,48016408.32,1.85,3485706.0,58.59070732,40.40173435,94.3,34.0,1.100000024
115,Benin,2009,6825749998.0,0.6828197640000001,2.72961177,-18732013.56,2.24,3586891.0,58.94680488,54.46885832,125.5,34.0,1.200000048
116,Benin,2010,6970240895.0,0.7302180909999999,2.9365153260000003,53454932.99,3.13,3692117.0,59.25926829,74.39604921,111.3,34.0,1.0
117,Benin,2011,7176751732.0,0.737819587,3.152334114,161091309.0,4.1483230660000014,3807498.0,59.53660976,79.40049868,147.2,32.0,1.0
118,Benin,2012,7521973830.0,0.7273574890000001,3.142820776,281564661.1,4.5,3927312.0,59.79785366,83.65431589,159.0,29.0,1.0
119,Benin,2013,8063036668.0,0.7208444209999999,3.2154574830000002,360240965.3,4.9,4052688.0,60.0565122,93.25782193,187.1,18.0,1.0
120,Benin,2014,8575645914.0,0.7367656109999999,3.3129244069999997,405197656.0,6.0,4183217.0,60.31812195,101.71106970000001,187.1,12.0,1.0
121,Bhutan,2004,940813179.5,0.327406128,14.37446705,8859907.538999999,3.1569841960000002,292458.0,64.11470732,3.0191215239999996,9.4,62.0,2.5
122,Bhutan,2005,1007823159.0,0.3929617970000001,13.74922806,6210884.3539999975,3.847106745,307646.0,64.86965854,5.53491068,5.5,62.0,3.099999905
123,Bhutan,2006,1076852656.0,0.36436646899999997,13.24310068,6122702.142999997,4.518317258,319692.0,65.56521951,12.33202317,15.9,62.0,3.099999905
124,Bhutan,2007,1269887377.0,0.308979369,12.80254141,73855769.76,5.92,330341.0,66.20039024,21.99686472,8.1,48.0,3.700000048
125,Bhutan,2008,1330440106.0,0.316966542,12.83470167,3144001.019,6.55,339747.0,66.77765854,36.61427504,6.2,46.0,3.799999952
126,Bhutan,2009,1419010481.0,0.27392468600000003,12.87469448,18299707.23,7.17,348242.0,67.29948780000001,48.10756491,12.1,46.0,4.0
127,Bhutan,2010,1585472534.0,0.307612393,14.30285501,75274009.03,13.6,351979.0,67.77429268,54.99993723,17.2,46.0,3.299999952
128,Bhutan,2011,1710580807.0,0.428743265,16.27124948,31141614.86,14.4,354540.0,68.21095122,66.37918152,17.3,36.0,3.099999905
129,Bhutan,2012,1797336501.0,0.45497379,12.46569573,24380673.57,15.6,350616.0,68.62490244,75.6097824,17.2,36.0,2.099999905
130,Bhutan,2013,1835844374.0,0.501358946,16.03343801,20433631.07,22.4,361773.0,69.02507317,72.19831102,28.6,32.0,2.900000095
131,Bhutan,2014,1941321989.0,0.5156748879999999,15.49214584,28951712.78,30.3,369242.0,69.41797561,82.07006186,28.6,17.0,2.799999952
132,Bolivia,2004,15031978202.0,0.73940215,4.477602695,65430000.0,4.439924601,4003442.0,62.96863415,19.60018982,45.0,60.0,4.3000001910000005
133,Bolivia,2005,15696607066.0,0.776310508,5.1011876780000005,-238620000.0,5.227583957,4107007.0,63.53978049,25.88431131,59.9,50.0,5.400000095
134,Bolivia,2006,16449574692.0,0.915324699,5.729520008,280763457.0,6.200671255,4227460.0,64.11495122,30.21985533,69.9,50.0,5.3000001910000005
135,Bolivia,2007,17200380150.0,0.716967933,5.915019672000001,366294241.5,10.49924432,4347511.0,64.69363415,33.63225131,79.7,50.0,5.199999809
136,Bolivia,2008,18257962323.0,0.725046408,6.283791533,512335605.2,12.5,4467718.0,65.27282927,51.23601575,96.6,50.0,2.900000095
137,Bolivia,2009,18870882348.0,0.74133285,6.90121425,423040000.0,16.8,4588898.0,65.84656098,64.68655431,86.2,50.0,3.400000095
138,Bolivia,2010,19649631308.0,0.773723525,8.598318218,621997989.5,22.4,4684572.0,66.40580488,70.68598048,78.9,49.0,3.299999952
139,Bolivia,2011,20672216340.0,0.781038701,9.298542695,858941070.4,30.0,4776596.0,66.94160976,80.90771949,85.8,49.0,2.700000048
140,Bolivia,2012,21731104040.0,0.864814552,9.710566099,1059965391.0,35.34,4908948.0,67.44695122,90.44349501,85.1,49.0,2.700000048
141,Bolivia,2013,23207952414.0,0.815153903,11.48429623,1749612614.0,36.99,5043424.0,67.91736585,97.69945273,89.4,49.0,2.599999905
142,Bolivia,2014,24475238844.0,0.833925345,15.05369882,656566350.8,34.6,5180836.0,68.35031707,96.33724828,89.4,49.0,2.700000048
143,Botswana,2004,9785089873.0,0.398363331,6.637732959,390889365.3,3.3048892530000002,893195.0,50.74636585,28.18941102,120.2,125.0,22.89999962
144,Botswana,2005,10230961746.0,0.400357181,6.320933768,420853645.9,3.262554036,916177.0,52.07031707,30.05546952,105.1,125.0,22.0
145,Botswana,2006,11086666195.0,0.37309466399999996,6.644749797,486912042.1,4.289932975,938517.0,53.59368293,43.41214719,178.1,105.0,17.60000038
146,Botswana,2007,12004283365.0,0.35251733700000004,7.577742906,494635511.7,5.28,961666.0,55.20960976,60.13830503,138.5,105.0,18.5
147,Botswana,2008,12754003367.0,0.353359088,8.457550401,520918009.9,6.25,986051.0,56.81946341,76.83593118,150.3,74.0,21.89999962
148,Botswana,2009,11778027466.0,0.31943736,8.389758203,208699416.1,6.15,1012154.0,58.35465854,96.02329234,135.9,59.0,18.39999962
149,Botswana,2010,12786654366.0,0.366509164,8.689372459,218380384.2,6.0,1037023.0,59.78092683,120.01024709999999,149.5,59.0,17.89999962
150,Botswana,2011,13560031676.0,0.308016463,8.264121317,1371087724.0,9.0,1062065.0,61.09809756,145.98386969999999,165.7,59.0,17.79999924
151,Botswana,2012,14164289363.0,0.298759641,8.276815666000001,542804860.6,16.0,1087484.0,62.3472439,153.7856491,154.5,59.0,17.70000076
152,Botswana,2013,15771004794.0,0.33156682600000004,8.426311566,398456549.6,30.0,1112901.0,63.55065854,160.6410528,165.3,60.0,17.60000038
153,Botswana,2014,16425383641.0,0.428197365,8.57051742,515184275.5,36.74474744,1138670.0,64.69439024,167.2975939,165.3,60.0,18.20000076
154,Brazil,2004,1719730000000.0,0.196441118,16.96619708,18181190855.0,19.07367227,92735060.0,71.61819512,35.65289881,18861.9,156.0,8.899999618999999
155,Brazil,2005,1774800000000.0,0.19568904199999998,18.19002382,15459981604.0,21.02274725,95550599.0,71.986,46.31418452,21420.4,156.0,9.300000191
156,Brazil,2006,1845120000000.0,0.18842626,18.08812062,19378093068.0,28.17838018,96906935.0,72.34934146,53.11025849,27507.1,151.0,8.399999618999999
157,Brazil,2007,1957110000000.0,0.18558605,18.15793094,44579492464.0,30.88,98039556.0,72.70973171,63.67475185,30174.1,152.0,8.100000381000001
158,Brazil,2008,2056810000000.0,0.18846198100000008,18.79731782,50716402711.0,33.83,99948858.0,73.06865854,78.5549801,34534.4,147.0,7.099999905
159,Brazil,2009,2054220000000.0,0.178727926,18.70915699,31480932200.0,39.22,101720628.0,73.42309756,87.54187651,37811.7,122.0,8.300000191
160,Brazil,2010,2208870000000.0,0.19003103100000002,18.21016973,88452079264.0,40.65,101716804.0,73.76956098,100.8810115,40530.5,122.0,7.900000095
161,Brazil,2011,2296660000000.0,0.19132681199999999,18.75018384,101158000000.0,45.69,101600638.0,74.1005122,119.00238529999999,43218.6,122.0,6.699999809
162,Brazil,2012,2340780000000.0,0.200799707,20.02191738,86606502981.0,48.56,102939910.0,74.41043902,125.0018521,47302.1,122.0,6.099999905
163,Brazil,2013,2411120000000.0,0.20889745899999998,20.22941426,69181422947.0,51.04,103961886.0,74.69634146,135.3050481,48622.2,86.6,6.5
164,Brazil,2014,2423270000000.0,0.21863334399999998,21.04841074,96894980842.0,54.55100188,105818575.0,74.9582439,138.9514906,48622.2,83.6,6.8000001910000005
165,Bulgaria,2004,40553482000.0,1.154078977,84.21787242,3072550962.0,18.13,3384018.0,72.56341463,61.07153717,1603.0,32.0,12.0
166,Bulgaria,2005,43488010218.0,1.101836777,84.58661908,4098122931.0,19.97,3325503.0,72.56097561,81.27954474,1905.1,32.0,10.10000038
167,Bulgaria,2006,46424813785.0,1.055278762,83.39393039,7874476255.0,27.09,3434495.0,72.61219512,108.27202209999999,1777.5,32.0,8.899999618999999
168,Bulgaria,2007,49988081047.0,1.045344188,88.29307512,13875270457.0,33.64,3510714.0,72.66341463,130.8646368,2371.6,32.0,6.900000095
169,Bulgaria,2008,52810910666.0,0.9607915929999999,92.30452079,10296720634.0,39.67,3579073.0,72.96341463,138.97555580000002,2269.4,49.0,5.599999905
170,Bulgaria,2009,50582434410.0,0.843485402,92.2784638,3896664559.0,45.0,3506935.0,73.41219512,140.4048536,2453.0,18.0,6.8000001910000005
171,Bulgaria,2010,50610031136.0,0.8716455809999999,91.93114316,1842900000.0,46.23,3420680.0,73.51219512,138.0389827,2505.1,18.0,10.19999981
172,Bulgaria,2011,51579222347.0,0.956718941,60.03512453,2103810000.0,47.97999305,3343397.0,74.16341463,142.8461575,2434.3,18.0,11.30000019
173,Bulgaria,2012,51595182819.0,0.866516244,61.34468644,1788110000.0,51.89998767,3353034.0,74.31463415,148.1311121,2678.8,18.0,12.30000019
174,Bulgaria,2013,52039981143.0,0.760952101,60.72502955,1989040000.0,53.0615,3377282.0,74.86097561,145.1876887,2677.3,18.0,12.89999962
175,Bulgaria,2014,52731514288.0,0.804380257,60.44295596,2067540000.0,55.49,3369458.0,74.46585366,137.70659530000003,2677.3,18.0,11.60000038
176,Burkina Faso,2004,6144638535.0,0.179630908,1.164196725,3829373.785,0.400295285,5807953.0,52.5072439,3.037679629,72.7,40.0,2.799999952
177,Burkina Faso,2005,6676878621.0,0.168607079,1.295034115,32254080.61,0.469914489,5993351.0,53.21843902,4.7202902060000005,74.9,40.0,2.700000048
178,Burkina Faso,2006,7094394431.0,0.19176506399999999,1.216540243,83774772.55,0.632707564,6173763.0,53.9752439,7.354840819,106.8,34.0,2.299999952
179,Burkina Faso,2007,7495582799.0,0.219660438,1.507439147,21683121.76,0.75,6368978.0,54.75565854,13.05253397,115.9,18.0,3.299999952
180,Burkina Faso,2008,8042347948.0,0.23846779699999998,1.676863351,33056780.41,0.92,6573011.0,55.53570732,20.62907931,122.4,16.0,3.299999952
181,Burkina Faso,2009,8280563450.0,0.233378925,1.8335744459999999,56426881.77,1.13,6790667.0,56.29487805,25.3304628,140.5,14.0,3.299999952
182,Burkina Faso,2010,8979966766.0,0.21846907100000001,1.94231723,38832813.08,2.4,7013666.0,57.01468293,36.72938024,134.1,14.0,3.299999952
183,Burkina Faso,2011,9565619495.0,0.23116129600000002,2.114488091,143657274.8,3.0,7235968.0,57.68112195,48.02719397,168.5,13.0,3.299999952
184,Burkina Faso,2012,10182857809.0,0.258202466,2.160457032,329300811.2,3.7250349160000003,7466545.0,58.29582927,60.60765215,214.8,13.0,3.299999952
